shot_id,campaign,postshot_description,shot_objective,heating,plasma_shape,current_range,plasma_max_current,ohmnic_energy_total,nbi_total_injected_energy,thomson_max_outlier,thomson_nan_count_outlier,sxr_max_outlier,magnetics_bfield_probe_mean_outlier,ip_negative,efit_beta_pol_outlier,efit_x_point_outlier
11777,M5,"
NO HSV AGAIN - LOOKS LIKE IT TRIGGERED LATE
",COMMISSION TOKAMAK WITH TECHNICAL PLASMA,,,,575.0712280273438,0.17886590624999998,,False,False,False,False,False,False,True
11779,M5,"
GOT HSV. PLASMA DENSITY INCREASES AT END BUT VDE TERMINATION. DENSITY HAS GENERALLY BEEN QUITE LOW TODAY
",COMMISSION TOKAMAK WITH TECHNICAL PLASMA,,,,577.9611206054688,0.21025212630745813,,False,False,False,False,False,False,True
11780,M5,"
MARGINAL INCREASE IN STARTING DENSITY BUT RAMPS UP CONSIDERABLY DURING SHOT. SL JOINT ALARM TREND IS STILL UPWARDS. DECIDE TO SUSPEN
",COMMISSION TOKAMAK WITH TECHNICAL PLASMA,,,,578.9495239257812,0.18627071874999998,,False,False,False,False,False,False,True
11789,M5,"
SJA MAX (10) 132%, FINE OTHERWISE, FA3 NOT WORKING, NO ANE
",PLASMA/VESSEL CONDITIONING,,,,569.532470703125,0.20144511238929266,,False,False,False,False,False,False,True
11790,M5,"
SJA (9) MAX 127.2% GETTING BETTER, NO ANE
",PLASMA/VESSEL CONDITIONING,,,,572.540771484375,0.18263182812499998,,False,False,False,False,False,False,True
11791,M5,"
SJA (8) MAX 125.3%, NO ANE
",PLASMA/VESSEL CONDITIONING,,,,567.2432250976562,0.20704337907401896,,False,False,False,False,False,False,True
11794,M5,"
SJA (9) MAX 125.8% A BIT WORSE THAN BEFORE, NO ANE, SHOTS GETTING SHORTER
",PLASMA/VESSEL CONDITIONING,,,,568.6376342773438,0.1804088125,,False,False,False,False,False,False,True
11795,M5,"
SJA (10) 125%
",PLASMA/VESSEL CONDITIONING,,,,567.2408447265625,0.199100015625,,False,False,False,False,False,False,True
11796,M5,"
SJA (10) MAX 123.5%
",PLASMA/VESSEL CONDITIONING,,,,555.582275390625,0.22802122876311545,,False,False,False,False,False,False,True
11797,M5,"
SJA (11) MAX 124%
",PLASMA/VESSEL CONDITIONING,,,,550.589599609375,0.21369721495022623,,False,False,False,False,False,False,True
11798,M5,"
SJA (25) MAX 151%. DALPHA CAMERA SATURATION LEVEL INCREASED.
",PLASMA/VESSEL CONDITIONING,,,,548.8494873046875,0.18720165430338762,,False,False,False,False,False,False,True
11799,M5,"
SJA (15) MAX 127%
",PLASMA/VESSEL CONDITIONING,,,,557.8544921875,0.2301573341666467,,False,False,False,False,False,False,True
11802,M5,"
GOOD, A LITTLE BIT TOO BIG IN THE STARTUP, SJA (16) MAX 121%
",PLASMA/VESSEL CONDITIONING,,,,555.093017578125,0.223530609375,,False,False,False,False,False,False,True
11804,M5,"
SJA (16) MAX 118% STILL TOO BIG, IP INCREASED AT THE BEGINNING
",PLASMA/VESSEL CONDITIONING,,,,644.8304443359375,0.23883296874999999,,False,False,False,False,False,False,True
11805,M5,"
FLATTER IP BUT BIGGER RECONNECTION PEACK
",PLASMA/VESSEL CONDITIONING,,,,556.8724975585938,0.22209201573041268,,False,False,False,False,False,False,True
11806,M5,"
NO BEAM
",PLASMA/VESSEL CONDITIONING,,,,554.9375,0.19106009375,,False,False,False,False,False,False,True
11807,M5,"
1.5 MW
",PLASMA/VESSEL CONDITIONING,,,,561.6388549804688,0.22158847506533622,0.29215184,False,False,False,False,False,False,True
11808,M5,"
SJA (16) MAX 117%
",CONDITION FURTHER,,,,559.4774780273438,0.24026236068200774,0.30482886900087036,False,False,False,False,False,False,True
11809,M5,"
SHORT BEAMS (100MS), P1 MIN AT 0.35, TOO EARLY FOR CONTR. RAMP DOWN, SJA (17) MAX 117%
",CONDITION FURTHER,,,,546.3200073242188,0.2188754178924256,0.13887341748962345,False,False,False,False,False,False,True
11810,M5,"
SJA (18) 117.3%
",CONDITION FURTHER,,,,559.9389038085938,0.2341109055742215,,False,False,False,False,False,False,True
11811,M5,"
SJA (21) MAX 119.25% RAMP BETTER
",CONDITION FURTHER,,,,572.55810546875,0.2022067726345161,,False,False,False,False,False,False,True
11812,M5,"
GOOD SHOT SJA (20) MAX 118.84%
",CONDITION FURTHER,,,,559.9924926757812,,,False,False,False,False,False,False,True
11815,M5,"
SHOT RAN OK. SLIDING JOINT ALARM MAX 123%. IP AND DENSITY LOOK OK.
",PLASMA CONDITIONING.,,,,550.79150390625,0.0764553828125,,False,False,False,False,False,False,True
11816,M5,"
SHOT RAN OK. SLIDING JOINT ALARMS DOWN TO 119% MAX. IP AND DENSITY OK.
",PLASMA CONDITIONING.,,,,560.21240234375,0.09105168003659107,,False,False,False,False,False,False,True
11817,M5,"
IP FOLLOWED TARGET. SLIDING JOINT ALARMS DOWN TO 116% MAX. FEEDBACK CONTROL WORKED NICELY.
",PLASMA CONDITIONING.,,,,698.0679931640625,0.19136775709860188,,False,False,False,False,False,False,True
11818,M5,"
IP FOLLOWED TARGET. SLIDING JOINT ALARMS 121% MAX.
",PLASMA CONDITIONING.,,,,559.1773681640625,0.14122740625,,False,False,False,False,False,False,True
11819,M5,"
SLIDING JOINT ALARMS 122% MAX. PLASMA RADIUS RESPONDED, BUT NOT QUITE AS ENVISAGED.
",PLASMA CONDITIONING.,,,,552.6339721679688,0.09559196874999999,,False,False,False,False,False,False,True
11820,M5,"
PLASMA RADIUS TRACKED TARGET MUCH BETTER. DENSITY UP, PROBABLY DUE TO TWO LEAKING GAS VALVES REACTI VATED.
",PLASMA CONDITIONING.,,,,552.1375122070312,0.16523123697497624,,False,False,False,False,False,False,True
11821,M5,"
VERTICAL POSITION CHANGED AS EXPECTED.
",PLASMA CONDITIONING.,,,,555.1719970703125,0.09392845954558963,,False,False,False,False,False,False,True
11822,M5,"
OK, BUT SCHEDULER STOPPED
",PLASMA CONDITIONING.,,,,552.3660278320312,0.006549461430685944,,False,False,False,False,False,False,True
11823,M5,"
PLASMA MOVES DOWN AS EXPECTED, DISRUPTS ON LOWER DIVERTOR
",PLASMA CONDITIONING.,,,,551.5700073242188,0.268238125,,False,False,False,False,False,False,True
11824,M5,"
GOOD SHOT
",PLASMA CONDITIONING.,,,,552.5089721679688,0.09298773437499999,,False,False,False,False,False,False,True
11825,M5,"
BEAM OK 1.7MW, 200MSEC, GOOD SHOT WITH IRE TOWARDS END
",PLASMA CONDITIONING.,,,,566.5490112304688,0.21616071874999998,0.2970388263458885,False,False,False,False,False,False,True
11826,M5,"
GOOD SHOT, GOOD BEAM BUT DISRUPTS AT 300MS (FA TRIP)
",PLASMA CONDITIONING.,,,,567.7410278320312,0.21926739271908513,0.3148823533581972,False,False,False,False,False,False,True
11827,M5,"
OK, DIDN'T RE-SELECT ARGON PUFF
",PLASMA CONDITIONING.,,,,563.1181030273438,0.23681050658632266,0.09671636898454872,True,False,False,False,False,False,True
11829,M5,"
GOOD, ALTHOUGH INITIAL IP IS LOWER UNTIL FEEDBACK PULLS IT UP. SLJ ALARMS HIGHER AT THIS TF
",PLASMA CONDITIONING.,,,,552.6525268554688,0.1326993133525757,0.061192715354667304,False,False,False,False,False,False,True
11830,M5,"
NO XSX DATA. PLASMA FOLLOWS Z UPSWING BUT SLOW TO REVERSE. IRE CAUSES VDE DOWN
",PLASMA CONDITIONING.,,,,564.7564697265625,0.17311444517239008,0.32082272,True,False,False,False,False,False,True
11831,M5,"
SURVIVES BIG IRE.
",PLASMA CONDITIONING.,,,,579.2045288085938,0.2047338290509682,0.32100838,False,False,False,False,False,False,True
11833,M5,"
GOOD SHOT, LARGE IRE AT 240MSEC
",PLASMA CONDITIONING.,,,,562.5399780273438,0.24265407812499998,0.31821427,False,False,False,False,False,False,True
11834,M5,"
OK, IP FLATTOP NOT GREAT AND STILL HAVE IRE. ALSO UNUSUAL OUTBOARD FLASH AT 300MS
",PLASMA CONDITIONING.,,,,574.0802612304688,0.23016101318484766,0.3220523,False,False,False,False,False,False,True
11835,M5,"
BETTER BUT IP STILL SAGS A BIT AT START
",PLASMA CONDITIONING.,,,,550.8462524414062,0.18780732464128871,0.318866,False,False,False,False,False,False,True
11836,M5,"
LOWER INITIAL IP, BAD HANDOVER TO FEEDBACK
",PLASMA CONDITIONING.,,,,550.3367309570312,0.202869484375,0.23035792,False,False,False,False,False,False,True
11837,M5,"
NOT MUCH DIFFERENT
",PLASMA CONDITIONING.,,,,557.1510009765625,0.19322232812499998,0.3159641,False,False,False,False,False,False,True
11838,M5,"
BETTER STARTUP
",PLASMA CONDITIONING.,,,,555.5444946289062,0.16723434375,0.3139263,False,False,False,False,False,False,True
11840,M5,"
LOWER INITIAL IP AGAIN
",PLASMA CONDITIONING.,,,,547.9760131835938,0.2065898125,0.25128365,False,False,False,False,False,False,True
11841,M5,"
NO BEAM. IMPROVED STARTUP
",PLASMA CONDITIONING.,,,,580.7743530273438,0.1275918977936057,0.009357425,False,False,False,False,False,False,True
11847,M5,"
SUCCESS. AT LAST EVERYTHING WORKED
",PLASMA CONDITIONING,,,,547.5490112304688,0.239997984375,,False,False,False,False,False,False,True
11848,M5,"
ZREF LOOKS LOW. NOTHING FROM I/B GAS, HENCE LOCKED MODE AT 270MS DUE TO FALLING DENSITY. XMA LOST CAMAC. SLIDING JOINT ALARMS 140% M
",PLASMA CONDITIONING,,,,762.9630126953125,0.17728421875,,False,False,False,False,False,False,True
11849,M5,"
DENSITY LOWER THAN PREVIOUS SHOT. EARLY DISRUPTION. SLIDING JOINT ALARMS 144% MAX. I/B GAS EVIDENTLYFAULTY - HASN'T BEEN USED SINCE
",PLASMA CONDITIONING,,,,763.5755004882812,0.182682015625,,False,False,False,False,False,False,True
11850,M5,"
STILL DISRUPTING EARLY, BUT SOME GAS SEEN ON VIDEO AND IN ANE DENSITY. SLIDING JOINT ALARMS 146% MAX.
",PLASMA CONDITIONING,,,,761.2315063476562,0.17374011630402364,,False,False,False,False,False,False,True
11851,M5,"
GAS BETTER, BUT STILL NOT RIGHT. EARLY DISRUPTION. SLIDING JOINT ALARMS 144% MAX.
",PLASMA CONDITIONING,,,,758.7265014648438,0.193375875,,False,False,False,False,False,False,True
11852,M5,"
EARLY DISRUPTION AT 180MS. SLIDING JOINT ALARMS 149% MAX.
",PLASMA CONDITIONING,,,,792.44873046875,,,False,False,False,False,False,False,False
11855,M5,"
GOOD SHOT AT LAST. OXYGEN LEVEL A LOT LOWER. THIS EXPLAINS OUR PREVIOUS DIFFICULTIES WITH EARLY DISRUPTIONS. SLIDING JOINT ALARMS 13
",PLASMA CONDITIONING,,,,700.6259765625,,,False,False,False,False,False,False,False
11856,M5,"
GOOD SHOT. SLIDING JOINT ALARMS 137% MAX.
",PLASMA CONDITIONING,,,,700.3699951171875,,,False,False,False,False,False,False,False
11857,M5,"
GOOD SHOT. SLIDING JOINT ALARMS DOWN A LITTLE TO 135%.
",PLASMA CONDITIONING,,,,698.968994140625,,,False,False,False,False,False,False,False
11859,M5,"
GOOD SHOT, SIMILAR TO PREVIOUS WITH GAS FROM 1-4 ONLY. SLIDING JOINT ALARMS 138% MAX.
",PLASMA CONDITIONING,,,,700.6332397460938,,,False,False,False,False,False,False,False
11860,M5,"
DISRUPTION AT 220MS. NOT GOOD. SLIDING JOINT ALARMS 145% MAX. ALSO NOT GOOD. FA1 AND 2 UNSTABLE AND TRIPPED.
",PLASMA CONDITIONING,,,,704.6680297851562,,,False,False,False,False,False,False,False
11862,M5,"
GOOD SHOT. SLIDING JOINT ALARMS 137% MAX.
",PLASMA CONDITIONING,,,,701.6535034179688,,,False,False,False,False,False,False,False
11866,M5,"
SLIDING JOINT ALARMS (SJA) 21 WARNINGS, MAX 144%
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,546.3920288085938,,,False,False,False,False,False,False,False
11867,M5,"
SJA 10, MAX 113%
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,557.5402221679688,,,False,False,False,False,False,False,False
11868,M5,"
SJA 10, MAX 111%
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,552.1846313476562,,,False,False,False,False,False,False,False
11870,M5,"
GOOD SHOT! ...IGNORE WHY PREV SHOT FAILED. SJA 14, MAX 130%
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,754.9837646484375,,,False,False,False,False,False,False,False
11871,M5,"
I^2T LIMIT FOR P1. SJA 10, MAX 120%
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,756.2467651367188,,,False,False,False,False,False,False,False
11872,M5,"
NO DISRUPTION. AGAIN I^2T LIMIT FOR P1. SJA 10, MAX 120%
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,755.8839721679688,,,False,False,False,False,False,False,False
11873,M5,"
NO DISRUPTION. AGAIN I^2T LIMIT FOR P1. SJA 10, MAX 120%
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,756.3209838867188,,,False,False,False,False,False,False,False
11874,M5,"
OK
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,756.3140258789062,,,False,False,False,False,False,False,False
11876,M5,"
GOOD SHOT !!!
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,750.1170043945312,,,False,False,False,False,False,False,False
11878,M5,"
OVERDONE ZREF, VERTICALLY UNSTABLE
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,747.6439819335938,,,False,False,False,False,False,False,False
11879,M5,"
AGAIN NOT SUCCESSFUL,
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,745.5444946289062,,,False,False,False,False,False,False,False
11880,M5,"
THE SAME I.E. DISRUPT VERTICALLY AT 200MS
","PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",,,,750.6300048828125,,,False,False,False,False,False,False,False
11889,M5,"
400 MS SHOT - OUTER RADIUS TOO LARGE AFTER 320 MS 29 SLIDING JOINT ALARMS MAX 149 %
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,555.7944946289062,0.257729921875,,False,False,False,False,False,False,True
11890,M5,"
380 MS SHOT - AGAIN SLIGHLTLY TOO LARGE AT 350 MS- 14 SL ALARMS AT 127 % MAX
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,585.8353881835938,0.20663556123374094,0.25415635,False,False,False,False,False,False,True
11891,M5,"
OK
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,586.7772216796875,0.23972954687499998,0.25844973020600126,False,False,False,False,False,False,True
11892,M5,"
EARLY VDE - FAS CUT OUT
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,551.214599609375,0.0516145859375,0.1450770690297866,False,False,False,False,False,False,True
11893,M5,"
GOOD SHOT WITH FLATTOP TO 300MS DESPITE NO BEAM. PLASMA STILL EXPANDS SLIGHTLY TOWARDS END BUT IRE CAUSES VDE
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,582.81298828125,0.21276888612488726,,False,False,False,False,False,False,True
11894,M5,"
GOOD SHOT, BETTER TERMINATION
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,583.6217651367188,0.22006044107126002,0.2585572,False,False,False,False,False,False,True
11895,M5,"
EARLY VDE AGAIN. FA CUT-OUT IDENTICAL TO 11892 BUT 10MS LATER
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,556.3466186523438,0.05211654344983492,0.25962347,False,False,False,False,False,False,True
11896,M5,"
GOOD LONG PULSE. SURVIVES BIG 'EVENT' AT 270MS (FIRST SAWTOOTH?)
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,592.7885131835938,0.2596707859105895,0.2563540594505117,False,False,False,False,False,False,True
11897,M5,"
BIG EVENT AT THE SAME TIME, SUBSEQUENT SHOWER OF PARTICLES LEADING TO IRE/VDE. LOOKS LIKE IT'S A LOCKED MODE.
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,604.9871215820312,0.168213703125,0.25244123,False,False,False,False,False,False,True
11898,M5,"
OK-ISH BUT NO BEAM, SO IP RAMP-UP HAD TO BE PULLED UP BY FEEDBACK
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,780.5344848632812,0.15442703124999999,0.0023840239838070765,False,False,False,False,False,False,True
11899,M5,"
BETTER CURRENT RAMP-UP BUT SHORT BEAM AND FA CUT-OUT CAUSED VDE. NOTE THAT DENSITY IS LOWER THAN 11392
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,728.4437255859375,0.07609453626876968,0.14645137,False,False,False,False,False,False,True
11901,M5,"
GOOD BEAM BUT STILL A VDE FROM FA CUT-OUT
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,630.7501220703125,0.05876213047765917,0.31856,False,False,False,False,False,False,True
11902,M5,"
FULL LENGTH SHOT, BUT HSV DIDN'T TRIGGER AND IS STILL SHOWING THE PREVIOUS SHOT. GEOF HAS OBSERVED RISING OXYGEN LEVELS
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,779.385986328125,0.21019065625,0.31535767163587153,False,False,False,False,False,False,True
11903,M5,"
GOOD SHOT BUT FAS CUT OUT LATER IN SHOT, WITH VDE. DOESN'T REALLY CLEAR THE CENTRE COLUMN VERY MUCH
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,785.3099975585938,0.195860578125,0.3132319219488115,False,False,False,False,False,False,True
11905,M5,"
GOOD. FINALLY A FEW BLINKS OF H-MODE
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,783.4105224609375,0.19417336190384882,0.30885037238243584,False,False,False,False,False,False,True
11906,M5,"
CLEARS CENTRE COLUMN BETTER BUT LESS H-MODE
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,778.7139892578125,-0.01828856609108369,0.30228275,False,False,False,False,False,False,True
11908,M5,"
GOOD SHOT, IP RAMPS DOWN WITHOUT VDE UNTIL ALMOST COMPLETELY GONE. H-MODE STILL NOT AS GOOD AS 11905 BUT SOME TRANSITIONS NEAR END (
",TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,,,,777.9625244140625,0.24832391459526645,0.3106283,False,False,False,False,False,False,True
11911,M5,"
SHOT OK, QUITE ALOT OF OXYGEN, ROPEY START UP, SJA 137% (27)
",CONTINUE VESSEL CONDITIONING,,,,756.4215087890625,-0.07612537874927709,,False,False,False,False,False,False,True
11912,M5,"
SJA BETTER, STILL EARLY DRAG (RESISTIVITY)
",CONTINUE VESSEL CONDITIONING,,,,758.2014770507812,0.0554294274460235,,False,False,False,False,False,False,True
11913,M5,"
SHORT BEAM FROM 0.02S TO 0.17S, IP DROP JUST AFTER MC PHASE (AS IN 11908), 1.7 MW
",CONTINUE VESSEL CONDITIONING,,,,782.6605224609375,0.051560610343306675,0.24084165021045728,False,False,False,False,False,False,True
11914,M5,"
ONLY 80MS NBI, SHOT REASONABLE OTHERWISE
",CONTINUE VESSEL CONDITIONING,,,,780.8870239257812,0.12012778439614735,0.1174961892080301,False,False,False,False,False,False,True
11915,M5,"
GOOD BEAM, SLOW INITIAL RAMP UP, PLASMA WOBBLES
",CONTINUE VESSEL CONDITIONING,,,,787.2540283203125,0.14470198624172875,0.37157103,False,False,False,False,False,False,True
11916,M5,"
FAR TO BIG EARLY ON,
",CONTINUE VESSEL CONDITIONING,,,,741.4854736328125,0.135418131591061,0.324869384387268,False,False,False,False,False,False,True
11917,M5,"
GOOD SHOT. STILL TO BIG IN THE BEGINNING, HSV 200 MS LATE, SOME H-MODES
",CONTINUE VESSEL CONDITIONING,,,,783.0590209960938,0.16220388763924956,0.22250021339313608,False,False,False,False,False,False,True
11918,M5,"
NO BEAM, STILL H-MODE WITH SAWTEETH, DESPITE HIGH OXYGEN LEVELS
",CONTINUE VESSEL CONDITIONING,,,,766.3507690429688,0.09196603906249999,,False,False,False,False,False,False,True
11919,M5,"
GOOD BEAMS, PLASMA TOO BIG AT, OXYGEN LEVELS TOO HIGH
",CONTINUE VESSEL CONDITIONING,,,,779.6282348632812,0.19740342187499998,0.3889613011865097,False,False,False,False,False,False,True
11920,M5,"
PLASMA EXPANDS TOO MUCH IN THE 150 - 200 MS PERIOD
",CONTINUE VESSEL CONDITIONING,,,,773.7639770507812,0.226886234375,0.3563447,False,False,False,False,False,False,True
11921,M5,"
RAMP RAMP WRONG NOW UNDERCURRENT IN THE 150 MS PERIOD - OUTBAORD RADIUS NOW BETTER
",CONTINUE VESSEL CONDITIONING,,,,805.8099975585938,0.15061175,0.34825998679748343,False,False,False,False,False,False,True
11922,M5,"
SIMILAR IP EVOLUTION PROBLEM WITH SAWTEETH
",CONTINUE VESSEL CONDITIONING,,,,795.1129760742188,0.158369828125,0.358335949593642,False,False,False,False,False,False,True
11923,M5,"
DISRUPTION
",CONTINUE VESSEL CONDITIONING,,,,792.7000122070312,0.22620550819737031,0.34786285480641393,False,False,False,False,False,False,True
11924,M5,"
NO NBI SJA 136.99%
",CONTINUE VESSEL CONDITIONING,,,,775.8622436523438,0.237260640625,0.0002554449323279029,False,False,False,False,False,False,True
11925,M5,"
DISRUPTION NBI 250MS 1.6MW 128%
",CONTINUE VESSEL CONDITIONING,,,,804.7684936523438,0.163409890625,0.3758232,False,False,False,False,False,False,True
11926,M5,"
QUITE THE SAME
",CONTINUE VESSEL CONDITIONING,,,,780.9409790039062,0.18562629687499999,0.3505158,False,False,False,False,False,False,True
11927,M5,"
SHORT NBI RADIAL CONTROL WAS EFFECTIVE
",CONTINUE VESSEL CONDITIONING,,,,782.2344970703125,-0.09412136859022976,0.10230017925626744,False,False,False,False,False,False,True
11930,M5,"
280 MS SHOT - OVER CURRENT REQUIREMENT AT CHANGE OVER TO IP FEEDBACK - FA FEEDBACK CUTS OUT
",VESSEL COMMISIONING,,,,710.1505126953125,0.13674490625,0.33553148039304254,False,False,False,False,False,False,True
11931,M5,"
420 MS SHOT - GOOD BEAM , SLIGHTLY OVER CURRENT
",VESSEL COMMISIONING,,,,533.4281005859375,0.13361710105088617,0.32843617,False,False,False,False,False,False,True
11932,M5,"
280 MS SHOT - XMM FELL OVER - PLASMA CURRENT NOW LOOKS GOOD
",VESSEL COMMISIONING,,,,586.6920166015625,0.086407078125,0.3307240774675645,False,False,False,False,False,False,True
11933,M5,"
400MS SHOT - FAS CUT OUT AT END
",VESSEL COMMISIONING,,,,577.968017578125,0.14920870097901687,0.26126063,False,False,False,False,False,False,True
11934,M5,"
330MS SHOT A BIT SHORTER THEN 11933
",VESSEL COMMISIONING,,,,586.4869995117188,0.11006103906249999,0.31359283713797853,False,False,False,False,False,False,True
11935,M5,"
NO NBI
",VESSEL COMMISIONING,,,,574.4552612304688,0.177342640625,0.0011780972,False,False,False,False,False,False,True
11936,M5,"
SHORT BEAM
",VESSEL COMMISIONING,,,,568.6074829101562,0.18564590625,0.10925931432977638,False,False,False,False,False,False,True
11937,M5,"
400 MS SHOT
",VESSEL COMMISIONING,,,,581.511474609375,0.1624830373980724,0.32669005,False,False,False,False,False,False,True
11938,M5,"
GOOD BEAM - 350 MS SHOT - GETS TOO LARGE AROUND 250 MS
",VESSEL COMMISIONING,,,,573.0125122070312,0.1599101875,0.32393783,False,False,False,False,False,False,True
11939,M5,"
NO BEAM 400 MS SHOT
",VESSEL COMMISIONING,,,,571.9249877929688,0.188598296875,0.0019273476,True,False,False,False,False,False,True
11940,M5,"
OHMIC SHOT 400 MS SHOT
",VESSEL COMMISIONING,,,,569.9052734375,0.18397440625,,True,False,False,False,False,False,True
11941,M5,"
SHORT BEAM 410 MS SHOT
",VESSEL COMMISIONING,,,,569.5885009765625,0.18575098627656708,0.097769134,True,False,False,False,False,False,True
11942,M5,"
SHORT BEAM AGAIN - 400 MS SHOT
",VESSEL COMMISIONING,,,,569.947998046875,0.18937877086369698,0.06729713371123101,True,False,False,False,False,False,True
11943,M5,"
160 MS BEAM - 450 MS SHOT- NICE LONG STABLE SHOT-DETACHES FROM CC AT 150 MS - RADIUS STILL EXPANDS TOO MUCH AROUND 250 MS
",VESSEL COMMISIONING,,,,580.2202758789062,0.16431628125,0.23654407059529803,True,False,False,False,False,False,True
11944,M5,"
GOOD 450 MS SHOT - 140 MS NBI - 1.6 MW BEAM
",VESSEL COMMISIONING,,,,577.1124877929688,0.18924826498535363,0.20736665,False,False,False,False,False,False,True
11945,M5,"
450 MS SHOT - GOOD BEAM
",VESSEL COMMISIONING,,,,581.0545043945312,0.13854932812499998,0.38317388,False,False,False,False,False,False,True
11946,M5,"
GOOD, VDE AT THE END
",VESSEL COMMISIONING,,,,581.718017578125,0.18555386463543824,0.3925040551516627,True,False,False,False,False,False,True
